org_id,org_name,project_id,project_name,total_ignores,ignore_details
fa3e0bb5-3503-4743-a6a9-2f3053f9e6dc,ApacheStruts-CVE-2018-11776,a3525e20-fa4e-43fe-829a-4aa0f6148bdb,freshdemo/ApacheStruts-CVE-2018-11776(master):Dockerfile,0,No ignores data available
13dce23d-265b-4303-894f-1df2ee00d8a1,cloudsec.ninjastars.cloud,81b286d2-3d4b-4321-8eca-75c8d73c0c22,freshdemo/cloudsec.ninjastars.cloud(main):Gemfile.lock,0,No ignores data available
a9247726-f12a-4a11-8895-3fde3dcdcc91,Customer Facing Apps,e409b103-ac70-4f65-879a-14242f45b06d,stephen-snyk/snyk-goof,0,No ignores data available
a9247726-f12a-4a11-8895-3fde3dcdcc91,Customer Facing Apps,7eeec2f3-2b83-4d19-b96a-f6f3a995fc09,stephen-snyk/snyk-goof:package.json,0,No ignores data available
a9247726-f12a-4a11-8895-3fde3dcdcc91,Customer Facing Apps,d89f7ec5-8980-49b0-a34f-cb54abc9158b,stephen-snyk/snyk-goof:Dockerfile,0,No ignores data available
a9247726-f12a-4a11-8895-3fde3dcdcc91,Customer Facing Apps,35d47174-75e5-4792-8295-2bf2430ef712,freshdemo/pan-aws-cloudformation,0,No ignores data available
a9247726-f12a-4a11-8895-3fde3dcdcc91,Customer Facing Apps,29e358cf-b502-4765-a611-f329c6942260,freshdemo/pan-aws-cloudformation:pan-sample-cft-V4.json,0,No ignores data available
a9247726-f12a-4a11-8895-3fde3dcdcc91,Customer Facing Apps,aeaccd64-0df7-4dc7-80a5-7ed60bab7d3b,freshdemo/ansible-panw,0,No ignores data available
a9247726-f12a-4a11-8895-3fde3dcdcc91,Customer Facing Apps,686f01ca-855c-443a-a29b-6570155d15ea,freshdemo/ansible-panw:Dockerfile,0,No ignores data available
a9247726-f12a-4a11-8895-3fde3dcdcc91,Customer Facing Apps,c2e87a48-4b74-4a0c-92ae-7e4b52334b8d,freshdemo/maltrieve:latest:/home/nonroot/maltrieve/requirements.txt,0,No ignores data available
a9247726-f12a-4a11-8895-3fde3dcdcc91,Customer Facing Apps,d4df499e-abc1-4bfd-a37e-cb6f7079196a,freshdemo/maltrieve:latest,0,No ignores data available
a9247726-f12a-4a11-8895-3fde3dcdcc91,Customer Facing Apps,5b7e3b36-f4ab-402e-812b-1eb261560d71,freshdemo/snyk-goof:package.json,0,No ignores data available
9caebde0-47f4-42f4-a8fb-91f701b7eb98,devops.ninjastars.cloud,85955c95-06d0-401b-b432-7146767f4c23,freshdemo/devops.ninjastars.cloud(main):Gemfile.lock,0,No ignores data available
d56a653d-909a-43c3-a13a-5da8191016ba,dotnet-goof-azure,8321f4db-d38b-472d-afc1-aeee080b2859,Development/Goof-dotnet(main):dotNETGoofV2.Website/dotNETGoofV2.Website.csproj,0,No ignores data available
d56a653d-909a-43c3-a13a-5da8191016ba,dotnet-goof-azure,d47ff7a4-47fe-4ccd-b893-7f74275059d5,Development/Goof-dotnet(main),0,No ignores data available
5ea4d9f3-638d-4d5a-a5a4-3676e85130ad,estateorganizer.ca,5b489f6a-6c1a-49fe-bd62-9aeb56967a64,freshdemo/estateorganizer(main):Gemfile.lock,0,No ignores data available
fc2350cf-225e-47e2-8fa7-dcf9651b6328,ftpovertls,5f4c5fbc-48d7-4e29-8f05-ba8da6298c33,freshdemo/ftpovertls:latest,0,No ignores data available
fc2350cf-225e-47e2-8fa7-dcf9651b6328,ftpovertls,4fa8ab22-ecbb-4f85-b4d6-d2b5b2cb48cf,freshdemo/ftpovertls(master):Dockerfile,0,No ignores data available
00097656-c249-43c6-8c71-0388d2129c73,IaC,2be732d7-e907-4ffc-8ab5-e91523a80aec,stephen-snyk/aws-terraform:spec/rules/PERCI_004/inputs/PERCI_SPEC_004.tf,0,No ignores data available
00097656-c249-43c6-8c71-0388d2129c73,IaC,2134e15d-e2e3-4c50-ac6e-6b9643dfd896,stephen-snyk/aws-terraform:spec/rules/PERCI_001/inputs/PERCI_SPEC_001.tf,0,No ignores data available
00097656-c249-43c6-8c71-0388d2129c73,IaC,753a2290-0977-434f-b9ed-497f7238e3d6,stephen-snyk/aws-terraform:main.tf,0,No ignores data available
00097656-c249-43c6-8c71-0388d2129c73,IaC,01b5e848-34da-4404-928b-9df2750f160a,stephen-snyk/aws-terraform:tf-plan.json,0,No ignores data available
00097656-c249-43c6-8c71-0388d2129c73,IaC,f34eb3fc-f6c2-40c9-ad33-dce754736e95,stephen-snyk/aws-terraform:spec/rules/PERCI_002/inputs/PERCI_002_spec.tf,0,No ignores data available
00097656-c249-43c6-8c71-0388d2129c73,IaC,c3567dfd-7924-4c45-9f07-56e37bd5cea0,stephen-snyk/aws-terraform:s3.tf,0,No ignores data available
00097656-c249-43c6-8c71-0388d2129c73,IaC,f5de2e6b-f1d8-4c1d-97f7-b875690c6d5b,stephen-snyk/aws-terraform:s3.tf,0,No ignores data available
00097656-c249-43c6-8c71-0388d2129c73,IaC,4e3e4421-2f33-4218-87a8-4b609e02b063,stephen-snyk/aws-terraform:spec/rules/PERCI_004/inputs/PERCI_SPEC_004.tf,0,No ignores data available
00097656-c249-43c6-8c71-0388d2129c73,IaC,5a2c46c7-97cf-433e-8a0f-347aca035f04,stephen-snyk/aws-terraform:spec/rules/PERCI_002/inputs/PERCI_002_spec.tf,0,No ignores data available
00097656-c249-43c6-8c71-0388d2129c73,IaC,fc272c8c-5595-477e-a2a2-0c0ee659f601,stephen-snyk/aws-terraform:spec/rules/PERCI_001/inputs/PERCI_SPEC_001.tf,0,No ignores data available
edf76885-7180-4efc-8fb5-741e619d2d36,IaCPlus,892f1743-ee78-417d-a715-92bebe01ea10,stephen-snyk/aws-terraform:IaC Issues,0,No ignores data available
